id,username,created_at,lng,lat,text
1518377852982677504,ms_curvyv_78,Sun Apr 24 23:54:24 +0000 2022,-120.841443,37.060965,@FinnysPlayhouse You like that huh! I truly had alot of fun making content  with you. Hopefully  we can do it again soon.
1518377854236381184,MaryAscension,Sun Apr 24 23:54:25 +0000 2022,-118.4119065,34.0207895,Congrats to #chriswallace for taking #peppermintPatty #circleback girls ….them they he him …..not a she
1518377862247550977,JonnyD310,Sun Apr 24 23:54:27 +0000 2022,-118.3512175,33.8337145,How I’m trying to be this season hahahah
1518377871554666496,Pjrojas1975,Sun Apr 24 23:54:29 +0000 2022,-118.053072,33.729555,@TrentRushSports Why does Shohei have a lower batting average at home games &amp; higher batting average at road games… https://t.co/y0TyWEMKdS
1518377873903480832,jhamby,Sun Apr 24 23:54:29 +0000 2022,-118.4119065,34.0207895,"In a revelatory new history, Anne Gray Fischer argues that the sexual policing of Black women laid the foundation f… https://t.co/PLRkWK2KME"
1518377874226442241,wordsunspokn,Sun Apr 24 23:54:29 +0000 2022,-118.4119065,34.0207895,Let me just say I’m in love with this vibe in LA!!!
1518377894497554433,handlwitcarree,Sun Apr 24 23:54:34 +0000 2022,-121.8737305,37.331159,gosh I got 9
1518377897802670081,Coyotecyb,Sun Apr 24 23:54:35 +0000 2022,-118.4119065,34.0207895,@Milkvamp I sincerely believe policy is no longer made by politicians unless it's personal like this fuckheads in F… https://t.co/IAdiYA1zqS
1518377904056414208,michael_k_woods,Sun Apr 24 23:54:37 +0000 2022,-119.30660750000001,37.2691755,I love this Mo Brooks ad.  https://t.co/rqK70y4me5
1518377911211896833,cruzomarines,Sun Apr 24 23:54:38 +0000 2022,-121.083574,37.711104500000005,QB / CENTER duo unmatched 😮‍💨
1518377913715871744,quistalktoem,Sun Apr 24 23:54:39 +0000 2022,-118.4119065,34.0207895,same nigga who took 69 under his wing lol
1518377922670649345,Silverddragn,Sun Apr 24 23:54:41 +0000 2022,-122.0238405,37.378397,@Rinoaaa Chicken meets rice? Great pick!
1518377928068792320,Mont9ya,Sun Apr 24 23:54:42 +0000 2022,-118.4119065,34.0207895,i never got to play the original farmville on facebook💔
1518377946267865088,EpicVoiceGuy,Sun Apr 24 23:54:47 +0000 2022,-118.4119065,34.0207895,@DanPovenmire They’ve changed since I got mine! Mine is aluminum.
1518377950000795648,michael_b_lok,Sun Apr 24 23:54:48 +0000 2022,-118.1074395,34.0101865,@aleexcormier Your are absolutely stunning!
1518377951921811458,MaryAscension,Sun Apr 24 23:54:48 +0000 2022,-118.4119065,34.0207895,Correct….
1518377966635556866,Nutzo52,Sun Apr 24 23:54:52 +0000 2022,-117.88284453,33.80017431,Just posted a photo @ Angel Stadium of Anaheim https://t.co/SplBpBPcNZ
1518377967876853760,querlvox,Sun Apr 24 23:54:52 +0000 2022,-122.2702975,37.497938500000004,I said the humans are dead (I'm glad they are dead)The humans are dead. (I noticed they're dead)We used poisonous… https://t.co/px2Absb7kn
1518377972197052417,NativeSantaCruz,Sun Apr 24 23:54:53 +0000 2022,-122.064932,37.040614,When I’m not looking out at the ocean 🌊  I like looking up at big trees 🌲 https://t.co/VOGG4xsOBJ
1518377973610516480,XtyMcg,Sun Apr 24 23:54:53 +0000 2022,-119.2289915,34.289689499999994,@chris_mac604 Most likely this.. 😆😂 https://t.co/F5LTpsVNlm
1518377978069061632,gunsandjordans,Sun Apr 24 23:54:54 +0000 2022,-119.30660750000001,37.2691755,Them auntie wigs is going outside
1518377984251494400,TallDarkNotUgly,Sun Apr 24 23:54:56 +0000 2022,-118.4119065,34.0207895,"@anneliesveldman Live in it. Some would say live it up, go in deep on that experience. Explore the full breath of w… https://t.co/Y6yZGij6Bl"
1518377993793458176,CarRide18,Sun Apr 24 23:54:58 +0000 2022,-119.636189,36.830799,@DR0girl Good grief that looks tasty
1518378003033698305,politicsoflife,Sun Apr 24 23:55:00 +0000 2022,-118.490677,34.047663,Ben Simmons is weak. He’s not built for the @NBA. He needs to go play in the @nbagleague or somewhere in Europe.… https://t.co/DOwIqYgNy7
1518378005805944832,miaazambrano,Sun Apr 24 23:55:01 +0000 2022,-122.03118649999999,36.979375000000005,my problem is that ill keep doing something even if i know it’ll hurt me in the end 😹
1518378006573502464,ericjunior,Sun Apr 24 23:55:01 +0000 2022,-118.4119065,34.0207895,"@NickMaples One bad move in this bathroom, it could be a very expensive day."
1518378010373758977,rallyp,Sun Apr 24 23:55:02 +0000 2022,-122.416549,37.739883,Go Dubs! #bernalheights @ Bernal Heights https://t.co/o6AMX6HT1D
1518378024403488774,lilshawtyhoe661,Sun Apr 24 23:55:05 +0000 2022,-119.30660750000001,37.2691755,Just fucked on the beach
1518378028241326081,MikeSington,Sun Apr 24 23:55:06 +0000 2022,-118.4119065,34.0207895,"@BMG03210251 To clarify, this Tweet isn’t meant to be negative. Anyone as high profile as them would have a PR pers… https://t.co/wxmtjcyHwu"
1518378028354527232,twerkaloo,Sun Apr 24 23:55:06 +0000 2022,-119.70163600000001,34.429885,me luv rocks
1518378035291983873,tmj_fre_transp,Sun Apr 24 23:55:08 +0000 2022,-119.7725868,36.7468422,"Interested in a job in #Fresno, CA? This could be a great fit. Click the link in our bio to apply: Parts Delivery at O'Reilly Automotive"
1518378038106288128,KateOHareWrites,Sun Apr 24 23:55:09 +0000 2022,-118.4119065,34.0207895,"FROM ME: Fathom Brings ‘ALIVE: Who Is There?’ to Theaters on April 25, Recounting the Power of the Eucharist - https://t.co/xqDzeFLdY5"
1518378040971124738,LordMounce,Sun Apr 24 23:55:09 +0000 2022,-122.0340576,37.9778976,Drinking a Beach Bar Party Time by @flatlandbrew at @thehopgrenade — https://t.co/HMvo0BcSPa
1518378043495960577,ana_ban_anaa,Sun Apr 24 23:55:10 +0000 2022,-118.4119065,34.0207895,luv over everything &lt;3
1518378049615638530,OakViewBrewing,Sun Apr 24 23:55:11 +0000 2022,-121.9599152,37.788517,Drinking a Garage Techniques by Narrative Fermentations at @crowcanyoncc — https://t.co/WlLzSz1df2
1518378051591049216,AliMazaheri,Sun Apr 24 23:55:12 +0000 2022,-117.7823605,33.689732,@idvoretskyi Nice spin!
1518378056322142208,27angelsfan,Sun Apr 24 23:55:13 +0000 2022,-117.7823605,33.689732,Archie the simp
1518378059140722688,the_JRyan,Sun Apr 24 23:55:14 +0000 2022,-117.709877,33.5942685,An advice try looking for what you are trying to find easily and not on those who has no or none of it obviously. 😊
1518378058821955584,kellybycoffee,Sun Apr 24 23:55:13 +0000 2022,-118.340998,34.101675,Mama Nerd and Sister Nerd reporting for duty. So excited for the I Married A Monster From Outer Space reading at… https://t.co/PiY5f9quDn
1518378063867777025,kenzvanunu,Sun Apr 24 23:55:15 +0000 2022,-118.39963900000001,34.082496500000005,seeing a well liked actor as an answer to “what was your favorite performance of the year” that i have not been imp… https://t.co/vyoFNc573e
1518378080439390209,sabrinavg_,Sun Apr 24 23:55:19 +0000 2022,-118.4119065,34.0207895,work will never be the same.
1518378081546686464,lilshawtyhoe661,Sun Apr 24 23:55:19 +0000 2022,-119.30660750000001,37.2691755,Update fucked the cowboy n his 3 friends on the beach
1518378086667935744,Lashalove,Sun Apr 24 23:55:20 +0000 2022,-121.8737305,37.331159,How you say you love me but you not a fan??
1518378095811522561,518Sunflower,Sun Apr 24 23:55:22 +0000 2022,-119.30660750000001,37.2691755,@ody_b @chargriller Im Jealous!!
1518378103562588160,TerrillCharming,Sun Apr 24 23:55:24 +0000 2022,-121.8737305,37.331159,"@BMS_Billy Yeah, regrettably. You make more money and they take more taxes. Scam alert! Are you on iheart radio or can I listen online?"
1518378106431569920,silverorca007,Sun Apr 24 23:55:25 +0000 2022,-118.130426,33.9376735,@glennkirschner2 @JaneRozales @politico We don’t have democracy
1518378107463299072,BeccaHabegger,Sun Apr 24 23:55:25 +0000 2022,-119.30660750000001,37.2691755,"Also, is this a #salute? It’s not immediately clear… 🫡#emoji #emojis #NewEmojis #NewEmoji"
1518378111502483456,AalandDale,Sun Apr 24 23:55:26 +0000 2022,-118.1567105,33.809171500000005,@DYSONlife4real That's everyday for me. But yeah hammer all the nails and eat nachos. Figuratively speaking of cour… https://t.co/qiX5I1fV27
1518378113024937984,LyricalOps,Sun Apr 24 23:55:26 +0000 2022,-122.418498,37.686530000000005,Still praying for Kirk Davis’ recovery and health.
1518378113981247488,SweetTayPie0104,Sun Apr 24 23:55:27 +0000 2022,-118.4119065,34.0207895,I want one.
1518378114509811714,RickyRebelRocks,Sun Apr 24 23:55:27 +0000 2022,-119.30660750000001,37.2691755,Are you a tea person or a coffee person? https://t.co/6rVJsGApPG
1518378119849152514,EpicVoiceGuy,Sun Apr 24 23:55:28 +0000 2022,-118.4119065,34.0207895,1000% agree! Thank you @MiliziaCristina for the GVAA!
1518378126333517824,As_Fan_Radio,Sun Apr 24 23:55:30 +0000 2022,-122.2286855,37.791994,"On the next edition of @As_Fan_Radio:Cpl Oaktown will review #SonicMovie2. Since its been out for a while, this r… https://t.co/A5C5pNTsLW"
1518378134881464320,HouseOfHorns,Sun Apr 24 23:55:32 +0000 2022,-118.08002400000001,33.9939205,"@Reese_eeee I mean, root for? Like cheer for them? Nah. Appreciate the incredible Defense, and constantly bring up… https://t.co/mVNiY6Axov"
1518378135116402688,murrminks,Sun Apr 24 23:55:32 +0000 2022,-122.2286855,37.791994,Springy 🌱 https://t.co/sbjXNMXg2Y
1518378138450890752,27angelsfan,Sun Apr 24 23:55:32 +0000 2022,-117.7823605,33.689732,Man I can get food nowHaven’t moved in 3 hours…
1518378139734339585,BuckeyeRidley,Sun Apr 24 23:55:33 +0000 2022,-119.30660750000001,37.2691755,@NaradaMWalden Sending Birthday Bless Ups to Narada Michael Walden. Thanks for letting your gifts bless the music w… https://t.co/t7hMYOzbva
1518378147313426432,TVMCCA,Sun Apr 24 23:55:35 +0000 2022,-118.4119065,34.0207895,David J. Neal: Pfizer recalls 3 levels of a heart and blood pressure medication for carcinogen content… https://t.co/vDP2v5VFCC
1518378149452521472,thecliffbar,Sun Apr 24 23:55:35 +0000 2022,-117.90564549999999,33.6636085,Just heard an announcement that we're back to the original gate. Not making me want to fly @AlaskaAir or @JohnWayneAir next time
1518378163885121536,MacJWhite,Sun Apr 24 23:55:39 +0000 2022,-118.38534,34.08202,"The power of flowers, 🌻🌼🍔🌸🌺 https://t.co/s0GtOztLGk"
1518378175151058944,RobertH07173859,Sun Apr 24 23:55:41 +0000 2022,-119.636189,36.830799,@FoxNews Hope they do because so much damage has been done.
1518378182398906370,TotalTrafficSF,Sun Apr 24 23:55:43 +0000 2022,-122.4049,37.76542,"Disabled vehicle. Center lane blocked in #SanFrancisco on I-80 WB at US-101, stopped traffic back to Treasure Is /… https://t.co/YbirMUxNnn"
1518378183447490561,TotalTrafficLA,Sun Apr 24 23:55:43 +0000 2022,-118.077,34.04061,"Accident. Two right lanes blocked. in #Montebello on 60 (SR-60 Pomona Fwy) EB before San Gabriel Blvd, stopped traf… https://t.co/ezNfXeKfdw"
1518378183728320512,ArmandDoma,Sun Apr 24 23:55:43 +0000 2022,-122.4359785,37.7706565,"everyone is dunking on this, but the evidence is overwhelming that this is correct—the GOP’s popularity tanks becau… https://t.co/6yKOJI5Kkt"
1518378185171214336,thedopebohemian,Sun Apr 24 23:55:44 +0000 2022,-121.8737305,37.331159,@DamnThereGoesQ Wild af! 😂
1518378193396273152,Lashalove,Sun Apr 24 23:55:46 +0000 2022,-121.8737305,37.331159,the men that get it get it
